lower guild,upper guild,lower taxon,upper taxon,estimated interaction strength,direct interaction
plant,leaf-miner parasitoid,Poaceae,Seladerma diffine,5.161E+03,1
plant,leaf-miner parasitoid,Poaceae,Seladerma tarsale,8.730E+04,1
plant,leaf-miner parasitoid,Poaceae,Torymus sp,2.188E+02,1
plant,leaf-miner parasitoid,Potentilla reptans,Bracon sp,1.657E+03,1
plant,leaf-miner parasitoid,Potentilla reptans,Colastes sp aff braconius,1.657E+03,1
plant,leaf-miner parasitoid,Prunus spinosa,Adelius sp,2.188E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Apanteles circumscriptus,5.835E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Bracon sp,2.188E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Chrysocharis pentheus,5.806E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Chrysocharis prodice,4.376E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Cirrospilus vittatus,2.129E+03,1
plant,leaf-miner parasitoid,Prunus spinosa,Diadegma crataegi,5.835E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Eulophinae sp,9.676E+01,1
plant,leaf-miner parasitoid,Prunus spinosa,Microgastrinae sp,2.918E+02,1
plant,leaf-miner parasitoid,Prunus spinosa,Pnigalio soemius,2.032E+03,1
plant,leaf-miner parasitoid,Pulicaria dysenterica,Bracon sp,6.163E+03,1
plant,leaf-miner parasitoid,Pulicaria dysenterica,Diglyphus isaea,3.698E+04,1
plant,leaf-miner parasitoid,Pulicaria dysenterica,Phaedrotoma exigua,6.163E+03,1
plant,leaf-miner parasitoid,Pulicaria dysenterica,Seladerma diffine,6.163E+03,1
plant,leaf-miner parasitoid,Quercus robur,Achrysocharoides butus,1.489E+05,1
plant,leaf-miner parasitoid,Quercus robur,Achrysocharoides latreillei,2.711E+05,1
plant,leaf-miner parasitoid,Quercus robur,Anagrus sp A,4.833E+04,1
plant,leaf-miner parasitoid,Quercus robur,Chrysocharis laomedon,9.350E+04,1
plant,leaf-miner parasitoid,Quercus robur,Cirrospilus diallus,9.474E+05,1
plant,leaf-miner parasitoid,Quercus robur,Cirrospilus lyncus,1.287E+05,1
plant,leaf-miner parasitoid,Quercus robur,Dacnusa areolaris,6.580E+03,1
plant,leaf-miner parasitoid,Quercus robur,Dacnusa maculipes/confinis,6.580E+03,1
plant,leaf-miner parasitoid,Quercus robur,Diglyphus isaea,1.974E+04,1
plant,leaf-miner parasitoid,Quercus robur,Eulophinae sp,2.201E+05,1
plant,leaf-miner parasitoid,Quercus robur,Microgastrinae sp,3.141E+05,1
plant,leaf-miner parasitoid,Quercus robur,Opius sensu stricto,1.316E+04,1
plant,leaf-miner parasitoid,Quercus robur,Pediobius saulius,4.833E+04,1
plant,leaf-miner parasitoid,Quercus robur,Pnigalio agraules,4.833E+04,1
plant,leaf-miner parasitoid,Quercus robur,Sympiesis gordius,2.723E+05,1
plant,leaf-miner parasitoid,Quercus robur,Sympiesis sericeicornis,4.271E+05,1
plant,leaf-miner parasitoid,Quercus robur,Trioxys A,1.068E+05,1
plant,leaf-miner parasitoid,Ranunculus repens,Alysiinae sp,3.868E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Anagrus sp A,3.290E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Aphanogmus microneurus,6.580E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Apodesmia A,3.223E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Apodesmia curvata,9.974E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Apodesmia similis,3.212E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Ascogaster varipes,9.676E+01,1
plant,leaf-miner parasitoid,Ranunculus repens,Chorebus fallaciosae,2.049E+05,1
plant,leaf-miner parasitoid,Ranunculus repens,Chrysocharis orbicularis,1.543E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Chrysocharis pentheus,2.331E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Chrysocharis pubicornis,4.686E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Chrysocharis viridis,9.264E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Cyrtogaster vulgaris,1.542E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Dacnusa areolaris,1.542E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Dacnusa laevipectus,2.188E+02,1
plant,leaf-miner parasitoid,Ranunculus repens,Dacnusa macrospila,8.394E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Dacnusa maculipes/confinis,8.554E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Dapsilarthra rufiventris,3.868E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Diglyphus isaea,4.135E+05,1
plant,leaf-miner parasitoid,Ranunculus repens,Epiclerus temenus,1.542E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Eulophinae sp,3.329E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Exotela gilvipes,6.163E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Hemiptarsenus dropion,9.112E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Hemiptarsenus unguicellus,1.542E+03,1
plant,leaf-miner parasitoid,Ranunculus repens,Opius sp,1.743E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Phaedrotoma exigua,3.163E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Pnigalio soemius,2.058E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Seladerma diffine,5.903E+04,1
plant,leaf-miner parasitoid,Ranunculus repens,Seladerma tarsale,2.609E+03,1
plant,leaf-miner parasitoid,Rubus fruticosus,Adelius sp,7.711E+02,1
plant,leaf-miner parasitoid,Rubus fruticosus,Chrysocharis pentheus,2.188E+02,1
plant,leaf-miner parasitoid,Rubus fruticosus,Chrysocharis prodice,1.876E+03,1
plant,leaf-miner parasitoid,Rubus fruticosus,Colastes braconius,8.286E+02,1
plant,leaf-miner parasitoid,Rubus fruticosus,Pnigalio soemius,8.286E+02,1
plant,leaf-miner parasitoid,Rumex sp.,Adelurola florimela,7.294E+02,1
plant,leaf-miner parasitoid,Rumex sp.,Apodesmia rufipes,9.676E+01,1
plant,leaf-miner parasitoid,Rumex sp.,Bracon sp,2.188E+02,1
plant,leaf-miner parasitoid,Sinapis arvensis,Chrysocharis chilo,4.002E+03,1
plant,leaf-miner parasitoid,Sinapis arvensis,Dacnusa temula,1.601E+04,1
plant,leaf-miner parasitoid,Sinapis arvensis,Diglyphus isaea,4.002E+03,1
plant,leaf-miner parasitoid,Sinapis arvensis,Pnigalio soemius,8.004E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Chelonus scabrosus,9.676E+01,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Chorebus leptogaster,1.872E+04,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Chrysocharis pentheus,3.290E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Chrysocharis pubicornis,3.290E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Dacnusa areolaris,6.391E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Dacnusa maculipes/confinis,6.391E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Diglyphus isaea,3.416E+04,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Hemiptarsenus dropion,4.002E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Ionympha carne,4.002E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Phaedrotoma exigua,6.580E+03,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Seladerma diffine,1.543E+04,1
plant,leaf-miner parasitoid,Sonchus asper/oleraceus,Seladerma tarsale,1.543E+04,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Chrysocharis orbicularis,3.290E+03,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Chrysocharis polyzo,2.057E+03,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Chrysocharis viridis,1.105E+03,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Colastes braconius,3.290E+03,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Diglyphus isaea,5.537E+04,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Eulophinae sp,2.456E+04,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Hemiptarsenus unguicellus,1.031E+04,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Opius sensu stricto lugens,8.218E+03,1
plant,leaf-miner parasitoid,Trifolium pratense/repens,Pnigalio soemius,8.218E+03,1
plant,leaf-miner parasitoid,Triticum aestivum,Chorebus B,1.543E+04,1
plant,leaf-miner parasitoid,Ulmus sp.,Anagrus sp A,4.168E+03,1
plant,leaf-miner parasitoid,Ulmus sp.,Bracon sp,2.188E+02,1
plant,leaf-miner parasitoid,Urtica dioica,Anagrus sp A,6.629E+03,1
plant,leaf-miner parasitoid,Urtica dioica,Chorebus lateralis,8.286E+02,1
plant,leaf-miner parasitoid,Urtica dioica,Diglyphus isaea,8.286E+02,1
plant,leaf-miner parasitoid,Urtica dioica,Miscogaster hortensis,8.286E+02,1
plant,leaf-miner parasitoid,Urtica dioica,Pnigalio soemius,9.676E+01,1
plant,leaf-miner parasitoid,Veronica arvensis,Chorebus amasis,1.316E+04,1
plant,leaf-miner parasitoid,Veronica persica,Chorebus amasis,7.292E+03,1
plant,leaf-miner parasitoid,Veronica persica,Chrysocharis orbicularis,3.290E+03,1
plant,leaf-miner parasitoid,Veronica persica,Phaedrotoma exigua,4.002E+03,1
plant,leaf-miner parasitoid,Vicia sativa,Chrysocharis pubicornis,5.523E+02,1
plant,leaf-miner parasitoid,Vicia sativa,Diglyphus isaea,2.761E+03,1
plant,seed-feeding insect,Cirsium arvense,Terellia ruficauda,4.314E+04,1
plant,seed-feeding insect,Cirsium arvense,Urophora stylata,5.523E+02,1
plant,seed-feeding insect,Cirsium vulgare,Curtonotus aulicus,5.523E+02,1
plant,seed-feeding insect,Cirsium vulgare,Olibrus aeneus,5.523E+02,1
plant,seed-feeding insect,Cirsium vulgare,Rhinocyllus conicus,5.523E+02,1
plant,seed-feeding insect,Cirsium vulgare,Terellia longicauda,2.918E+02,1
plant,seed-feeding insect,Cirsium vulgare,Terellia serratulae,1.111E+04,1
plant,seed-feeding insect,Cirsium vulgare,Urophora stylata,7.269E+04,1
plant,seed-feeding insect,Crataegus monogyna,Blastodacna hellerella,1.323E+03,1
plant,seed-feeding insect,Trifolium dubium,Protapion nigritarse,8.218E+03,1
plant,seed-feeding insect,Trifolium pratense/repens,Bruchidius varius,1.105E+03,1
plant,seed-feeding insect,Trifolium pratense/repens,Bruchophagus gibbus,6.574E+04,1
plant,seed-feeding insect,Trifolium pratense/repens,Protapion apricans,9.224E+04,1
plant,seed-feeding insect,Trifolium pratense/repens,Protapion assimile,1.316E+05,1
plant,seed-feeding insect,Trifolium pratense/repens,Protapion fulvipes,7.482E+05,1
plant,seed-feeding insect,Trifolium pratense/repens,Protapion trifolii,4.661E+05,1
plant,seed-feeding insect,Trifolium pratense/repens,Protapion varipes,5.523E+02,1
plant,seed-feeding insect,Trifolium pratense/repens,Sitona lineatus,5.523E+02,1
plant,seed-feeding insect,Trifolium pratense/repens,Sitona sulcifrons,5.523E+02,1
plant,seed-feeding insect,Vicia sativa,Oxystoma pomonae,6.075E+03,1
plant,seed-feeding bird,Acer campestre,Corvus frugilegus,7.227E-01,1
plant,seed-feeding bird,Allium ursinum,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Allium ursinum,Alectoris rufa,2.037E-01,1
plant,seed-feeding bird,Allium ursinum,Carduelis chloris,2.802E-02,1
plant,seed-feeding bird,Allium ursinum,Columba palumbus,8.777E-02,1
plant,seed-feeding bird,Allium ursinum,Corvus frugilegus,3.641E-01,1
plant,seed-feeding bird,Allium ursinum,Emberiza citrinella,2.110E-02,1
plant,seed-feeding bird,Allium ursinum,Passer domesticus,6.996E-03,1
plant,seed-feeding bird,Anthriscus sylvestris,Alectoris rufa,5.960E-03,1
plant,seed-feeding bird,Anthriscus sylvestris,Carduelis cannabina,9.440E-04,1
plant,seed-feeding bird,Anthriscus sylvestris,Carduelis carduelis,2.190E-02,1
plant,seed-feeding bird,Anthriscus sylvestris,Carduelis chloris,2.356E-03,1
plant,seed-feeding bird,Anthriscus sylvestris,Columba palumbus,8.170E-03,1
plant,seed-feeding bird,Anthriscus sylvestris,Corvus frugilegus,1.675E-02,1
plant,seed-feeding bird,Anthriscus sylvestris,Emberiza citrinella,2.676E-03,1
plant,seed-feeding bird,Anthriscus sylvestris,Passer domesticus,1.310E-04,1
plant,seed-feeding bird,Arctium minus,Alectoris rufa,1.260E-04,1
plant,seed-feeding bird,Arctium minus,Carduelis cannabina,1.850E-05,1
plant,seed-feeding bird,Arctium minus,Carduelis carduelis,3.960E-03,1
plant,seed-feeding bird,Arctium minus,Carduelis chloris,3.340E-04,1
plant,seed-feeding bird,Arctium minus,Fringilla coelebs,1.330E-05,1
plant,seed-feeding bird,Capsella bursa-pastoris,Carduelis cannabina,2.661E-01,1
plant,seed-feeding bird,Capsella bursa-pastoris,Carduelis chloris,3.262E-01,1
plant,seed-feeding bird,Capsella bursa-pastoris,Columba palumbus,7.611E-01,1
plant,seed-feeding bird,Capsella bursa-pastoris,Fringilla coelebs,3.350E-01,1
plant,seed-feeding bird,Capsella bursa-pastoris,Passer domesticus,1.485E+00,1
plant,seed-feeding bird,Capsella bursa-pastoris,Streptopelia decaocto,4.900E-01,1
plant,seed-feeding bird,Cardamine flexuosa,Alectoris rufa,6.108E-02,1
plant,seed-feeding bird,Cardamine flexuosa,Carduelis cannabina,6.110E-04,1
plant,seed-feeding bird,Cardamine flexuosa,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Cardamine flexuosa,Carduelis chloris,7.490E-04,1
plant,seed-feeding bird,Cardamine flexuosa,Columba palumbus,6.280E-04,1
plant,seed-feeding bird,Cardamine flexuosa,Corvus frugilegus,7.340E-05,1
plant,seed-feeding bird,Cardamine flexuosa,Emberiza citrinella,6.520E-02,1
plant,seed-feeding bird,Cardamine flexuosa,Fringilla coelebs,4.020E-04,1
plant,seed-feeding bird,Cardamine pratensis,Fringilla coelebs,1.017E+00,1
plant,seed-feeding bird,Cerastium fontanum,Alectoris rufa,9.567E-01,1
plant,seed-feeding bird,Cerastium fontanum,Carduelis cannabina,1.950E-02,1
plant,seed-feeding bird,Cerastium fontanum,Carduelis carduelis,4.524E-01,1
plant,seed-feeding bird,Cerastium fontanum,Carduelis chloris,3.937E-02,1
plant,seed-feeding bird,Cerastium fontanum,Columba palumbus,1.398E-01,1
plant,seed-feeding bird,Cerastium fontanum,Emberiza citrinella,1.158E+00,1
plant,seed-feeding bird,Cerastium fontanum,Fringilla coelebs,9.475E-01,1
plant,seed-feeding bird,Cerastium fontanum,Passer domesticus,2.810E-03,1
plant,seed-feeding bird,Chaerophyllum temulum,Alectoris rufa,2.143E-01,1
plant,seed-feeding bird,Chaerophyllum temulum,Carduelis cannabina,6.910E-03,1
plant,seed-feeding bird,Chaerophyllum temulum,Carduelis carduelis,1.601E-01,1
plant,seed-feeding bird,Chaerophyllum temulum,Carduelis chloris,4.074E-02,1
plant,seed-feeding bird,Chaerophyllum temulum,Columba palumbus,1.333E-01,1
plant,seed-feeding bird,Chaerophyllum temulum,Corvus frugilegus,4.278E-01,1
plant,seed-feeding bird,Chaerophyllum temulum,Emberiza citrinella,3.728E-02,1
plant,seed-feeding bird,Chaerophyllum temulum,Passer domesticus,6.830E-03,1
plant,seed-feeding bird,Chenopodium sp.,Alauda arvensis,1.564E+00,1
plant,seed-feeding bird,Chenopodium sp.,Alectoris rufa,6.108E+00,1
plant,seed-feeding bird,Chenopodium sp.,Carduelis cannabina,1.200E+00,1
plant,seed-feeding bird,Chenopodium sp.,Carduelis carduelis,7.575E+01,1
plant,seed-feeding bird,Chenopodium sp.,Carduelis chloris,2.616E-01,1
plant,seed-feeding bird,Chenopodium sp.,Columba palumbus,2.768E-01,1
plant,seed-feeding bird,Chenopodium sp.,Corvus frugilegus,7.052E-01,1
plant,seed-feeding bird,Chenopodium sp.,Corvus monedula,1.586E-01,1
plant,seed-feeding bird,Chenopodium sp.,Emberiza citrinella,8.630E-02,1
plant,seed-feeding bird,Chenopodium sp.,Fringilla coelebs,5.668E+00,1
plant,seed-feeding bird,Chenopodium sp.,Passer domesticus,1.885E+01,1
plant,seed-feeding bird,Chenopodium sp.,Streptopelia decaocto,1.000E-02,1
plant,seed-feeding bird,Cirsium arvense,Alectoris rufa,1.240E-01,1
plant,seed-feeding bird,Cirsium arvense,Carduelis cannabina,3.010E-04,1
plant,seed-feeding bird,Cirsium arvense,Carduelis carduelis,9.328E-01,1
plant,seed-feeding bird,Cirsium arvense,Carduelis chloris,5.164E-02,1
plant,seed-feeding bird,Cirsium arvense,Corvus monedula,1.187E-01,1
plant,seed-feeding bird,Cirsium arvense,Fringilla coelebs,1.851E-02,1
plant,seed-feeding bird,Cirsium arvense,Passer domesticus,5.482E-01,1
plant,seed-feeding bird,Cirsium vulgare,Alectoris rufa,3.850E-01,1
plant,seed-feeding bird,Cirsium vulgare,Carduelis cannabina,1.350E-03,1
plant,seed-feeding bird,Cirsium vulgare,Carduelis carduelis,2.902E-01,1
plant,seed-feeding bird,Cirsium vulgare,Carduelis chloris,1.859E-01,1
plant,seed-feeding bird,Cirsium vulgare,Corvus frugilegus,6.146E-01,1
plant,seed-feeding bird,Cirsium vulgare,Corvus monedula,9.990E-02,1
plant,seed-feeding bird,Cirsium vulgare,Fringilla coelebs,1.287E-02,1
plant,seed-feeding bird,Cirsium vulgare,Passer domesticus,3.230E-03,1
plant,seed-feeding bird,Clematis vitalba,Alectoris rufa,2.648E-01,1
plant,seed-feeding bird,Clematis vitalba,Carduelis cannabina,1.260E-03,1
plant,seed-feeding bird,Clematis vitalba,Carduelis carduelis,2.910E-02,1
plant,seed-feeding bird,Clematis vitalba,Carduelis chloris,8.480E-03,1
plant,seed-feeding bird,Clematis vitalba,Columba palumbus,2.767E-02,1
plant,seed-feeding bird,Clematis vitalba,Corvus frugilegus,1.834E-01,1
plant,seed-feeding bird,Clematis vitalba,Emberiza citrinella,8.630E-02,1
plant,seed-feeding bird,Clematis vitalba,Passer domesticus,1.810E-03,1
plant,seed-feeding bird,Crataegus monogyna,Alectoris rufa,1.279E+00,1
plant,seed-feeding bird,Crataegus monogyna,Carduelis cannabina,8.470E-02,1
plant,seed-feeding bird,Crataegus monogyna,Carduelis carduelis,1.090E+01,1
plant,seed-feeding bird,Crataegus monogyna,Carduelis chloris,4.259E-01,1
plant,seed-feeding bird,Crataegus monogyna,Corvus frugilegus,4.307E-01,1
plant,seed-feeding bird,Crataegus monogyna,Fringilla coelebs,1.155E-01,1
plant,seed-feeding bird,Epilobium sp.,Alectoris rufa,2.648E-01,1
plant,seed-feeding bird,Epilobium sp.,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Epilobium sp.,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Epilobium sp.,Carduelis chloris,8.026E-02,1
plant,seed-feeding bird,Epilobium sp.,Columba palumbus,2.743E-01,1
plant,seed-feeding bird,Epilobium sp.,Corvus frugilegus,6.477E-01,1
plant,seed-feeding bird,Epilobium sp.,Emberiza citrinella,8.630E-02,1
plant,seed-feeding bird,Epilobium sp.,Fringilla coelebs,1.038E-01,1
plant,seed-feeding bird,Epilobium sp.,Passer domesticus,6.996E-03,1
plant,seed-feeding bird,Euphorbia helioscopia,Corvus monedula,8.057E-02,1
plant,seed-feeding bird,Euphorbia helioscopia,Fringilla coelebs,5.214E-02,1
plant,seed-feeding bird,Fallopia convolvulus,Alauda arvensis,8.450E-03,1
plant,seed-feeding bird,Fallopia convolvulus,Alectoris rufa,7.978E-03,1
plant,seed-feeding bird,Fallopia convolvulus,Carduelis cannabina,1.110E-04,1
plant,seed-feeding bird,Fallopia convolvulus,Carduelis carduelis,3.960E-04,1
plant,seed-feeding bird,Fallopia convolvulus,Carduelis chloris,2.347E-03,1
plant,seed-feeding bird,Fallopia convolvulus,Columba palumbus,4.462E-04,1
plant,seed-feeding bird,Fallopia convolvulus,Corvus frugilegus,7.948E-03,1
plant,seed-feeding bird,Fallopia convolvulus,Corvus monedula,1.012E-02,1
plant,seed-feeding bird,Fallopia convolvulus,Emberiza citrinella,5.478E-04,1
plant,seed-feeding bird,Fallopia convolvulus,Fringilla coelebs,1.667E-03,1
plant,seed-feeding bird,Fallopia convolvulus,Passer domesticus,4.350E-04,1
plant,seed-feeding bird,Galium aparine,Carduelis chloris,8.026E-02,1
plant,seed-feeding bird,Galium aparine,Corvus monedula,1.861E-01,1
plant,seed-feeding bird,Galium aparine,Fringilla coelebs,1.138E-01,1
plant,seed-feeding bird,Galium aparine,Passer domesticus,6.996E-03,1
plant,seed-feeding bird,Geranium dissectum,Carduelis chloris,3.640E-02,1
plant,seed-feeding bird,Geranium dissectum,Fringilla coelebs,3.600E-02,1
plant,seed-feeding bird,Geranium robertianum,Carduelis chloris,1.580E-02,1
plant,seed-feeding bird,Geranium robertianum,Fringilla coelebs,1.570E-02,1
plant,seed-feeding bird,Geum urbanum,Alectoris rufa,3.600E-03,1
plant,seed-feeding bird,Geum urbanum,Carduelis chloris,5.220E-04,1
plant,seed-feeding bird,Geum urbanum,Columba palumbus,9.600E-04,1
plant,seed-feeding bird,Geum urbanum,Corvus frugilegus,1.162E-03,1
plant,seed-feeding bird,Geum urbanum,Emberiza citrinella,2.310E-04,1
plant,seed-feeding bird,Geum urbanum,Fringilla coelebs,3.140E-04,1
plant,seed-feeding bird,Geum urbanum,Passer domesticus,6.996E-03,1
plant,seed-feeding bird,Glechoma hederacea,Alectoris rufa,9.210E-03,1
plant,seed-feeding bird,Glechoma hederacea,Carduelis cannabina,7.310E-04,1
plant,seed-feeding bird,Glechoma hederacea,Carduelis carduelis,1.694E-02,1
plant,seed-feeding bird,Glechoma hederacea,Carduelis chloris,1.410E-03,1
plant,seed-feeding bird,Glechoma hederacea,Columba palumbus,5.460E-03,1
plant,seed-feeding bird,Glechoma hederacea,Corvus frugilegus,8.300E-03,1
plant,seed-feeding bird,Glechoma hederacea,Emberiza citrinella,1.910E-03,1
plant,seed-feeding bird,Glechoma hederacea,Fringilla coelebs,2.920E-03,1
plant,seed-feeding bird,Heracleum sphondylium,Alectoris rufa,4.445E-02,1
plant,seed-feeding bird,Heracleum sphondylium,Carduelis cannabina,1.920E-02,1
plant,seed-feeding bird,Heracleum sphondylium,Carduelis carduelis,4.437E-01,1
plant,seed-feeding bird,Heracleum sphondylium,Carduelis chloris,3.716E-02,1
plant,seed-feeding bird,Heracleum sphondylium,Columba palumbus,1.328E-01,1
plant,seed-feeding bird,Heracleum sphondylium,Corvus frugilegus,2.032E-01,1
plant,seed-feeding bird,Heracleum sphondylium,Emberiza citrinella,4.632E-02,1
plant,seed-feeding bird,Heracleum sphondylium,Passer domesticus,3.950E-05,1
plant,seed-feeding bird,Hypochaeris/ Crepis sp.,Alectoris rufa,4.795E-03,1
plant,seed-feeding bird,Hypochaeris/ Crepis sp.,Carduelis cannabina,3.020E-05,1
plant,seed-feeding bird,Hypochaeris/ Crepis sp.,Carduelis carduelis,6.480E-03,1
plant,seed-feeding bird,Hypochaeris/ Crepis sp.,Carduelis chloris,2.516E-03,1
plant,seed-feeding bird,Hypochaeris/ Crepis sp.,Fringilla coelebs,1.667E-04,1
plant,seed-feeding bird,Hypochaeris/ Crepis sp.,Passer domesticus,3.950E-05,1
plant,seed-feeding bird,Lamium purpureum,Alectoris rufa,4.855E-01,1
plant,seed-feeding bird,Lamium purpureum,Carduelis cannabina,2.430E-02,1
plant,seed-feeding bird,Lamium purpureum,Carduelis carduelis,6.547E-01,1
plant,seed-feeding bird,Lamium purpureum,Carduelis chloris,4.690E-02,1
plant,seed-feeding bird,Lamium purpureum,Columba palumbus,1.836E-01,1
plant,seed-feeding bird,Lamium purpureum,Corvus frugilegus,2.754E-01,1
plant,seed-feeding bird,Lamium purpureum,Emberiza citrinella,6.330E-02,1
plant,seed-feeding bird,Lamium purpureum,Fringilla coelebs,1.069E-01,1
plant,seed-feeding bird,Lamium purpureum,Passer domesticus,1.500E-01,1
plant,seed-feeding bird,Lamium purpureum,Streptopelia decaocto,2.500E-03,1
plant,seed-feeding bird,Lapsana communis,Alectoris rufa,6.208E-04,1
plant,seed-feeding bird,Lapsana communis,Carduelis cannabina,4.080E-07,1
plant,seed-feeding bird,Lapsana communis,Carduelis carduelis,8.750E-05,1
plant,seed-feeding bird,Lapsana communis,Carduelis chloris,2.724E-04,1
plant,seed-feeding bird,Lapsana communis,Fringilla coelebs,6.569E-04,1
plant,seed-feeding bird,Lapsana communis,Passer domesticus,5.310E-06,1
plant,seed-feeding bird,Leontodon autumnalis,Alectoris rufa,6.350E-07,1
plant,seed-feeding bird,Leontodon autumnalis,Carduelis cannabina,9.340E-08,1
plant,seed-feeding bird,Leontodon autumnalis,Carduelis carduelis,2.000E-05,1
plant,seed-feeding bird,Leontodon autumnalis,Carduelis chloris,1.690E-06,1
plant,seed-feeding bird,Leontodon autumnalis,Fringilla coelebs,6.720E-08,1
plant,seed-feeding bird,Matricaria discoidea,Alectoris rufa,2.720E-02,1
plant,seed-feeding bird,Matricaria discoidea,Carduelis carduelis,3.061E-01,1
plant,seed-feeding bird,Matricaria discoidea,Fringilla coelebs,5.040E-04,1
plant,seed-feeding bird,Matricaria discoidea,Passer domesticus,7.480E-02,1
plant,seed-feeding bird,Matricaria recutita,Alectoris rufa,2.665E+00,1
plant,seed-feeding bird,Matricaria recutita,Carduelis cannabina,6.700E-02,1
plant,seed-feeding bird,Matricaria recutita,Carduelis carduelis,1.793E+01,1
plant,seed-feeding bird,Matricaria recutita,Carduelis chloris,2.047E+00,1
plant,seed-feeding bird,Matricaria recutita,Fringilla coelebs,1.147E-01,1
plant,seed-feeding bird,Matricaria recutita,Passer domesticus,1.179E+00,1
plant,seed-feeding bird,Mercurialis perennis,Alectoris rufa,6.108E-02,1
plant,seed-feeding bird,Mercurialis perennis,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Mercurialis perennis,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Mercurialis perennis,Carduelis chloris,5.224E-02,1
plant,seed-feeding bird,Mercurialis perennis,Columba palumbus,1.865E-01,1
plant,seed-feeding bird,Mercurialis perennis,Corvus frugilegus,2.837E-01,1
plant,seed-feeding bird,Mercurialis perennis,Emberiza citrinella,6.520E-02,1
plant,seed-feeding bird,Myosotis arvensis,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Myosotis arvensis,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Myosotis arvensis,Emberiza citrinella,8.630E-02,1
plant,seed-feeding bird,Myosotis arvensis,Fringilla coelebs,1.038E-01,1
plant,seed-feeding bird,Papaver sp.,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Papaver sp.,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Papaver sp.,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Papaver sp.,Corvus monedula,1.261E-01,1
plant,seed-feeding bird,Persicaria sp.,Alauda arvensis,2.206E+00,1
plant,seed-feeding bird,Persicaria sp.,Alectoris rufa,2.963E+00,1
plant,seed-feeding bird,Persicaria sp.,Carduelis cannabina,8.231E-01,1
plant,seed-feeding bird,Persicaria sp.,Carduelis carduelis,3.202E+00,1
plant,seed-feeding bird,Persicaria sp.,Carduelis chloris,1.807E+00,1
